project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-COAD	01ad5016-f691-4bca-82a0-910429d8d25b	TCGA-AA-3561	69cff594-84a3-4d68-9edd-025b7d540535	TCGA-AA-3561-10A	24f176be-fcde-436c-9859-50efea55a7ed	TCGA-AA-3561-10A-01	af2d3794-e114-4dd0-bbc3-7153c8007be4	TCGA-AA-3561-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	01ad5016-f691-4bca-82a0-910429d8d25b	TCGA-AA-3561	69cff594-84a3-4d68-9edd-025b7d540535	TCGA-AA-3561-10A	24f176be-fcde-436c-9859-50efea55a7ed	TCGA-AA-3561-10A-01	cd791c1a-0779-4ceb-af24-e8c499f47dea	TCGA-AA-3561-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	01f493d4-229d-47a6-baa8-32a342c65d01	TCGA-AA-A00O	16acbdbc-a397-4318-b11a-244d7e1350e6	TCGA-AA-A00O-01A	9005c157-a6b3-451c-a573-d8789cc81751	TCGA-AA-A00O-01A-11	c1a885f6-2f22-4307-8b56-cd61c2c94a03	TCGA-AA-A00O-01A-11R	1.83	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.6	8.6	UV Spec	released	'--
TCGA-COAD	01f493d4-229d-47a6-baa8-32a342c65d01	TCGA-AA-A00O	16acbdbc-a397-4318-b11a-244d7e1350e6	TCGA-AA-A00O-01A	b1d77686-c9d6-45ca-999c-cbdb31f4b36a	TCGA-AA-A00O-01A-02	06edfbd7-22e6-4e6a-b8ee-704fc9438753	TCGA-AA-A00O-01A-02W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-COAD	01f493d4-229d-47a6-baa8-32a342c65d01	TCGA-AA-A00O	16acbdbc-a397-4318-b11a-244d7e1350e6	TCGA-AA-A00O-01A	b1d77686-c9d6-45ca-999c-cbdb31f4b36a	TCGA-AA-A00O-01A-02	2c59c186-3617-40f1-9a4a-2c0c95f5fb13	TCGA-AA-A00O-01A-02R	1.68	'--	'--	RNA	R	'--	0.15	Allprep RNA Extraction	Yes	1.4	7.9	UV Spec	released	'--
TCGA-COAD	01f493d4-229d-47a6-baa8-32a342c65d01	TCGA-AA-A00O	16acbdbc-a397-4318-b11a-244d7e1350e6	TCGA-AA-A00O-01A	b1d77686-c9d6-45ca-999c-cbdb31f4b36a	TCGA-AA-A00O-01A-02	758ed00f-a23c-45c4-8195-91906562595b	TCGA-AA-A00O-01A-02T	0.0	'--	'--	Total RNA	T	'--	0.1	Total RNA	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	01f493d4-229d-47a6-baa8-32a342c65d01	TCGA-AA-A00O	16acbdbc-a397-4318-b11a-244d7e1350e6	TCGA-AA-A00O-01A	b1d77686-c9d6-45ca-999c-cbdb31f4b36a	TCGA-AA-A00O-01A-02	b2c680a3-505b-411b-8456-2e13a403370a	TCGA-AA-A00O-01A-02X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-COAD	01f493d4-229d-47a6-baa8-32a342c65d01	TCGA-AA-A00O	16acbdbc-a397-4318-b11a-244d7e1350e6	TCGA-AA-A00O-01A	b1d77686-c9d6-45ca-999c-cbdb31f4b36a	TCGA-AA-A00O-01A-02	b2f80c07-b256-41ec-8a71-51dc525c7f9b	TCGA-AA-A00O-01A-02D	1.8	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	01f493d4-229d-47a6-baa8-32a342c65d01	TCGA-AA-A00O	7c3f73de-06a3-4bc2-a45b-93532bb3150b	TCGA-AA-A00O-10A	2fab8aaf-1981-4657-b628-46a1880ced2f	TCGA-AA-A00O-10A-01	2fe3b328-a2be-40d7-8a10-73c404aa8def	TCGA-AA-A00O-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-COAD	01f493d4-229d-47a6-baa8-32a342c65d01	TCGA-AA-A00O	7c3f73de-06a3-4bc2-a45b-93532bb3150b	TCGA-AA-A00O-10A	2fab8aaf-1981-4657-b628-46a1880ced2f	TCGA-AA-A00O-10A-01	433c66c5-e5cb-4ca7-9e1f-7fbd89789833	TCGA-AA-A00O-10A-01D	1.75	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	01f493d4-229d-47a6-baa8-32a342c65d01	TCGA-AA-A00O	7c3f73de-06a3-4bc2-a45b-93532bb3150b	TCGA-AA-A00O-10A	2fab8aaf-1981-4657-b628-46a1880ced2f	TCGA-AA-A00O-10A-01	f7c9075e-4e18-4275-8bd6-2eeef1215eae	TCGA-AA-A00O-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-COAD	022f39e9-57ee-4b2b-8b3a-8929e3d69a37	TCGA-DM-A28F	418736a4-00d2-406b-a625-0d15726713ca	TCGA-DM-A28F-01A	58a4f873-c86e-488c-987d-a5a3e5c19aa8	TCGA-DM-A28F-01A-11	5a37b039-bf06-410f-9850-2a5045c7708c	TCGA-DM-A28F-01A-11R	1.68	'--	'--	RNA	R	'--	0.18	Allprep RNA Extraction	Yes	1.4	8.5	UV Spec	released	'--
TCGA-COAD	022f39e9-57ee-4b2b-8b3a-8929e3d69a37	TCGA-DM-A28F	418736a4-00d2-406b-a625-0d15726713ca	TCGA-DM-A28F-01A	58a4f873-c86e-488c-987d-a5a3e5c19aa8	TCGA-DM-A28F-01A-11	688bf7fc-0051-4987-8fcf-3cc081fb12bd	TCGA-DM-A28F-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-COAD	022f39e9-57ee-4b2b-8b3a-8929e3d69a37	TCGA-DM-A28F	418736a4-00d2-406b-a625-0d15726713ca	TCGA-DM-A28F-01A	58a4f873-c86e-488c-987d-a5a3e5c19aa8	TCGA-DM-A28F-01A-11	8e17f684-aca1-40b4-a97b-67777583749d	TCGA-DM-A28F-01A-11D	'--	'--	'--	DNA	D	'--	0.12	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-COAD	022f39e9-57ee-4b2b-8b3a-8929e3d69a37	TCGA-DM-A28F	418736a4-00d2-406b-a625-0d15726713ca	TCGA-DM-A28F-01A	58a4f873-c86e-488c-987d-a5a3e5c19aa8	TCGA-DM-A28F-01A-11	d22ce158-5846-495a-9612-e526c1a78b25	TCGA-DM-A28F-01A-11H	1.78	'--	'--	RNA	H	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.7	9.0	UV Spec	released	'--
TCGA-COAD	022f39e9-57ee-4b2b-8b3a-8929e3d69a37	TCGA-DM-A28F	b56cefbf-31b1-4df1-b1d4-50c6668f6a09	TCGA-DM-A28F-10A	a2ae1582-12be-4f8d-84a5-fe3b9f1227ef	TCGA-DM-A28F-10A-01	89953979-be95-4f8a-bcaa-c73ae770acdf	TCGA-DM-A28F-10A-01D	'--	'--	'--	DNA	D	'--	0.08	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-COAD	022f39e9-57ee-4b2b-8b3a-8929e3d69a37	TCGA-DM-A28F	b56cefbf-31b1-4df1-b1d4-50c6668f6a09	TCGA-DM-A28F-10A	a2ae1582-12be-4f8d-84a5-fe3b9f1227ef	TCGA-DM-A28F-10A-01	a7bfa04c-8810-4a27-b71c-202dff16ffae	TCGA-DM-A28F-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-COAD	02f9668c-71e6-485f-88b1-b37dc8bdd2ab	TCGA-AA-3866	9195e450-b568-49e9-b977-7241aeed04b9	TCGA-AA-3866-01A	0509e2f9-6f56-4104-9d2e-5f8d139d6a27	TCGA-AA-3866-01A-01	23409df7-a9ee-49e4-96ed-11a14058af97	TCGA-AA-3866-01A-01R	1.8	'--	'--	RNA	R	'--	0.14	Allprep RNA Extraction	Yes	1.8	8.7	UV Spec	released	'--
TCGA-COAD	02f9668c-71e6-485f-88b1-b37dc8bdd2ab	TCGA-AA-3866	9195e450-b568-49e9-b977-7241aeed04b9	TCGA-AA-3866-01A	0509e2f9-6f56-4104-9d2e-5f8d139d6a27	TCGA-AA-3866-01A-01	3cbbba7a-7888-4bee-a4da-253f6befc705	TCGA-AA-3866-01A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	Repli-G X	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	02f9668c-71e6-485f-88b1-b37dc8bdd2ab	TCGA-AA-3866	9195e450-b568-49e9-b977-7241aeed04b9	TCGA-AA-3866-01A	0509e2f9-6f56-4104-9d2e-5f8d139d6a27	TCGA-AA-3866-01A-01	58c52876-31cf-4b97-a772-478c52868236	TCGA-AA-3866-01A-01D	1.9	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	02f9668c-71e6-485f-88b1-b37dc8bdd2ab	TCGA-AA-3866	9195e450-b568-49e9-b977-7241aeed04b9	TCGA-AA-3866-01A	0509e2f9-6f56-4104-9d2e-5f8d139d6a27	TCGA-AA-3866-01A-01	672d88d9-fedd-421c-8702-a1abf4994514	TCGA-AA-3866-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	02f9668c-71e6-485f-88b1-b37dc8bdd2ab	TCGA-AA-3866	9195e450-b568-49e9-b977-7241aeed04b9	TCGA-AA-3866-01A	0509e2f9-6f56-4104-9d2e-5f8d139d6a27	TCGA-AA-3866-01A-01	b2e1175f-67a0-4ba2-a18b-1efe2df688d0	TCGA-AA-3866-01A-01T	'--	'--	'--	Total RNA	T	'--	0.1	Total RNA	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	02f9668c-71e6-485f-88b1-b37dc8bdd2ab	TCGA-AA-3866	cadd2471-cbff-4a6e-a131-2668b748fe82	TCGA-AA-3866-10A	b5661416-221b-455d-a251-3ca35a0c1d5f	TCGA-AA-3866-10A-01	5c1ee4f3-7080-4097-82e6-7122b8a80dd5	TCGA-AA-3866-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	Repli-G X	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	02f9668c-71e6-485f-88b1-b37dc8bdd2ab	TCGA-AA-3866	cadd2471-cbff-4a6e-a131-2668b748fe82	TCGA-AA-3866-10A	b5661416-221b-455d-a251-3ca35a0c1d5f	TCGA-AA-3866-10A-01	a87dede8-674b-47c7-9d10-abe6f5428b98	TCGA-AA-3866-10A-01D	1.9	'--	'--	DNA	D	'--	0.14	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	02f9668c-71e6-485f-88b1-b37dc8bdd2ab	TCGA-AA-3866	cadd2471-cbff-4a6e-a131-2668b748fe82	TCGA-AA-3866-10A	b5661416-221b-455d-a251-3ca35a0c1d5f	TCGA-AA-3866-10A-01	cf21857f-ebf4-4ef5-b4c1-236b85d7fc4f	TCGA-AA-3866-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	03efbc94-a43d-4db0-9377-e397348430a6	TCGA-AA-3524	3f4a8f62-c0ac-4541-9f0e-ac61bc20e6cb	TCGA-AA-3524-10A	8b20653f-5fd3-4f83-8410-f41e20eed58b	TCGA-AA-3524-10A-01	2ef55873-9ca3-4e59-9f3d-1f42f39629d5	TCGA-AA-3524-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	03efbc94-a43d-4db0-9377-e397348430a6	TCGA-AA-3524	3f4a8f62-c0ac-4541-9f0e-ac61bc20e6cb	TCGA-AA-3524-10A	8b20653f-5fd3-4f83-8410-f41e20eed58b	TCGA-AA-3524-10A-01	9a3a6110-023d-43a5-ace0-10cdcec7dfd8	TCGA-AA-3524-10A-01D	1.8	'--	'--	DNA	D	'--	0.16	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	03efbc94-a43d-4db0-9377-e397348430a6	TCGA-AA-3524	8453e948-48a7-4da0-884d-59d47c34beaa	TCGA-AA-3524-11A	dfe7b30c-7bd1-4677-9c9b-a8da354c3e03	TCGA-AA-3524-11A-01	f2d600fb-7a33-4ef3-a918-33e513085d3e	TCGA-AA-3524-11A-01D	1.9	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	03efbc94-a43d-4db0-9377-e397348430a6	TCGA-AA-3524	913fecc1-d660-473e-bee1-366644b4077a	TCGA-AA-3524-01A	bc972062-90fb-4509-8807-69bc65c10c25	TCGA-AA-3524-01A-02	31c2aca6-9e0d-4d1b-a3ed-1498e729348f	TCGA-AA-3524-01A-02W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	03efbc94-a43d-4db0-9377-e397348430a6	TCGA-AA-3524	913fecc1-d660-473e-bee1-366644b4077a	TCGA-AA-3524-01A	bc972062-90fb-4509-8807-69bc65c10c25	TCGA-AA-3524-01A-02	4a14e0bc-eaba-4d35-8c1a-0e79a4ca5b4c	TCGA-AA-3524-01A-02R	1.8	'--	'--	RNA	R	'--	0.13	Allprep RNA Extraction	Yes	1.5	9.1	UV Spec	released	'--
TCGA-COAD	03efbc94-a43d-4db0-9377-e397348430a6	TCGA-AA-3524	913fecc1-d660-473e-bee1-366644b4077a	TCGA-AA-3524-01A	bc972062-90fb-4509-8807-69bc65c10c25	TCGA-AA-3524-01A-02	8b58f6da-fbd2-45b4-b378-a77758a33c87	TCGA-AA-3524-01A-02T	'--	'--	'--	Total RNA	T	'--	0.1	Total RNA	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	03efbc94-a43d-4db0-9377-e397348430a6	TCGA-AA-3524	913fecc1-d660-473e-bee1-366644b4077a	TCGA-AA-3524-01A	bc972062-90fb-4509-8807-69bc65c10c25	TCGA-AA-3524-01A-02	ebbf8f5f-f9b5-4acd-8806-b2ec07eefffd	TCGA-AA-3524-01A-02D	1.9	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	043a4745-566b-4106-b159-99cb8b394b81	TCGA-AA-3877	4a1901b7-6105-4341-b469-df4a1218608a	TCGA-AA-3877-10A	203c7bb2-edd3-4a14-abad-f5ec36f28953	TCGA-AA-3877-10A-01	04ca2819-a15a-4d85-acd1-274bc1230eeb	TCGA-AA-3877-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	Repli-G X	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	043a4745-566b-4106-b159-99cb8b394b81	TCGA-AA-3877	4a1901b7-6105-4341-b469-df4a1218608a	TCGA-AA-3877-10A	203c7bb2-edd3-4a14-abad-f5ec36f28953	TCGA-AA-3877-10A-01	2eebd077-1a52-4cca-95bd-6f333b3a229d	TCGA-AA-3877-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	043a4745-566b-4106-b159-99cb8b394b81	TCGA-AA-3877	4a1901b7-6105-4341-b469-df4a1218608a	TCGA-AA-3877-10A	203c7bb2-edd3-4a14-abad-f5ec36f28953	TCGA-AA-3877-10A-01	fa43de63-42ce-45fd-8e4e-47dbad9394ff	TCGA-AA-3877-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	043a4745-566b-4106-b159-99cb8b394b81	TCGA-AA-3877	de7f6b99-ea71-4c44-b412-ab20b1616c40	TCGA-AA-3877-01A	4b5421e5-1b3a-4aee-8eea-41b475246b9d	TCGA-AA-3877-01A-01	10a3e47d-0cfc-4b54-95dd-b08df0cb915c	TCGA-AA-3877-01A-01T	'--	'--	'--	Total RNA	T	'--	0.1	Total RNA	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	043a4745-566b-4106-b159-99cb8b394b81	TCGA-AA-3877	de7f6b99-ea71-4c44-b412-ab20b1616c40	TCGA-AA-3877-01A	4b5421e5-1b3a-4aee-8eea-41b475246b9d	TCGA-AA-3877-01A-01	45c368aa-455c-4750-aab6-95a5142e52d2	TCGA-AA-3877-01A-01R	1.8	'--	'--	RNA	R	'--	0.15	Allprep RNA Extraction	Yes	1.5	9.0	UV Spec	released	'--
TCGA-COAD	043a4745-566b-4106-b159-99cb8b394b81	TCGA-AA-3877	de7f6b99-ea71-4c44-b412-ab20b1616c40	TCGA-AA-3877-01A	4b5421e5-1b3a-4aee-8eea-41b475246b9d	TCGA-AA-3877-01A-01	61e082d9-95ee-41da-bbc8-602443834b08	TCGA-AA-3877-01A-01D	1.9	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	043a4745-566b-4106-b159-99cb8b394b81	TCGA-AA-3877	de7f6b99-ea71-4c44-b412-ab20b1616c40	TCGA-AA-3877-01A	4b5421e5-1b3a-4aee-8eea-41b475246b9d	TCGA-AA-3877-01A-01	c54d7791-980c-4676-a1de-b4440ab54bac	TCGA-AA-3877-01A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	Repli-G X	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	043a4745-566b-4106-b159-99cb8b394b81	TCGA-AA-3877	de7f6b99-ea71-4c44-b412-ab20b1616c40	TCGA-AA-3877-01A	4b5421e5-1b3a-4aee-8eea-41b475246b9d	TCGA-AA-3877-01A-01	d3a05d47-ab4d-4898-b702-b9a6a2b25134	TCGA-AA-3877-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	04d7a52f-a89b-4114-a608-a6254b4d604f	TCGA-AA-3986	361d3edc-cf3c-4c03-b577-824321a6d2ff	TCGA-AA-3986-10A	ba186fd7-3265-46de-942c-1e4c52a929ca	TCGA-AA-3986-10A-01	69393e67-4dd8-4668-91cc-ba2b24655bc2	TCGA-AA-3986-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	04d7a52f-a89b-4114-a608-a6254b4d604f	TCGA-AA-3986	361d3edc-cf3c-4c03-b577-824321a6d2ff	TCGA-AA-3986-10A	ba186fd7-3265-46de-942c-1e4c52a929ca	TCGA-AA-3986-10A-01	b267b141-c482-455b-81a2-0f736d753d52	TCGA-AA-3986-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	Repli-G X	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	04d7a52f-a89b-4114-a608-a6254b4d604f	TCGA-AA-3986	361d3edc-cf3c-4c03-b577-824321a6d2ff	TCGA-AA-3986-10A	ba186fd7-3265-46de-942c-1e4c52a929ca	TCGA-AA-3986-10A-01	fde4463e-6a97-42ab-817b-f10375faf472	TCGA-AA-3986-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	04d7a52f-a89b-4114-a608-a6254b4d604f	TCGA-AA-3986	bdf6623f-2750-4141-9a68-732cf82d26e9	TCGA-AA-3986-01A	b3b4f003-b42f-4d6b-83d3-907533140ea6	TCGA-AA-3986-01A-02	056f4f44-c40e-4d0d-95f7-759f7daba2e4	TCGA-AA-3986-01A-02R	1.8	'--	'--	RNA	R	'--	0.15	Allprep RNA Extraction	Yes	1.4	8.0	UV Spec	released	'--
TCGA-COAD	04d7a52f-a89b-4114-a608-a6254b4d604f	TCGA-AA-3986	bdf6623f-2750-4141-9a68-732cf82d26e9	TCGA-AA-3986-01A	b3b4f003-b42f-4d6b-83d3-907533140ea6	TCGA-AA-3986-01A-02	119aeeeb-a393-4e69-8b06-47e16846fa9e	TCGA-AA-3986-01A-02D	1.9	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	04d7a52f-a89b-4114-a608-a6254b4d604f	TCGA-AA-3986	bdf6623f-2750-4141-9a68-732cf82d26e9	TCGA-AA-3986-01A	b3b4f003-b42f-4d6b-83d3-907533140ea6	TCGA-AA-3986-01A-02	2658fe8a-aea5-48f6-b798-64b1dfe54ad8	TCGA-AA-3986-01A-02T	'--	'--	'--	Total RNA	T	'--	0.1	Total RNA	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	04d7a52f-a89b-4114-a608-a6254b4d604f	TCGA-AA-3986	bdf6623f-2750-4141-9a68-732cf82d26e9	TCGA-AA-3986-01A	b3b4f003-b42f-4d6b-83d3-907533140ea6	TCGA-AA-3986-01A-02	ca6250cb-15c9-4bf9-8d3e-6261c2032077	TCGA-AA-3986-01A-02W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-COAD	04d7a52f-a89b-4114-a608-a6254b4d604f	TCGA-AA-3986	bdf6623f-2750-4141-9a68-732cf82d26e9	TCGA-AA-3986-01A	b3b4f003-b42f-4d6b-83d3-907533140ea6	TCGA-AA-3986-01A-02	e98de1b5-8b08-4904-a4d1-f7c911ad181d	TCGA-AA-3986-01A-02X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	0.5	Repli-G X	Yes	'--	'--	UV Spec	released	'--
